,Player,Team,Pos,Receptions,ReceivingYds,ReceivingTD,FL,RushingAtt,RushingYds,RushingTD,PassingAtt,PassingCmp,PassingYds,PassingTD,Int,FieldGoalsMade,FieldGoalsAttempted,ExtraPointsMade,TotalSacks,TotalInt,FumblesRecovered,FumblesForced,DefensiveTDs,SafetysForced,PointsAllowed,FantasyPoints
34,Zack Moss,BUF,RB,24.5,176.7,5.7,1.2,157.4,672.9,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.4
14,Michael Badgley,LAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,35.3,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.1
39,Curtis Samuel,WAS,WR,63.3,745.9,4.9,0.7,24.7,129.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.8
40,Jarvis Landry,CLE,WR,74.3,899.6,5.1,0.8,2.0,10.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.7
35,Ronald Jones II,TB,RB,17.8,124.4,5.6,1.4,169.2,759.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.7
15,Graham Gano,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,32.8,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.7
16,Matt Gay,LAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,33.6,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.4
17,Matt Prater,ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,31.6,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.3
18,Ka'imi Fairbairn,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,33.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.8
41,Laviska Shenault Jr.,JAC,WR,69.8,769.4,4.9,0.7,20.2,112.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.2
4,Kyle Pitts,ATL,TE,69.0,832.5,6.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.1
42,DeVante Parker,MIA,WR,67.1,858.6,5.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.9
43,DeVonta Smith,PHI,WR,63.5,910.1,4.9,1.2,1.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.6
20,Tucker McCann,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,28.6,46.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.4
19,Cairo Santos,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,33.1,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.4
21,Nick Folk,NE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,31.4,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.2
22,Greg Joseph,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,29.9,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.9
44,Mike Williams,LAC,WR,53.5,879.0,5.2,0.6,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.8
0,Tampa Bay Buccaneers,Tampa Bay Buccaneers,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3,15.3,11.1,17.9,2.8,0.5,372.8,117.0
23,Brandon McManus,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,31.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.8
24,Evan McPherson,CIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,32.6,35.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.7
45,T.Y. Hilton,IND,WR,62.2,828.2,5.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.3
46,Will Fuller V,MIA,WR,66.8,850.8,5.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.7
1,Los Angeles Rams,Los Angeles Rams,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1,14.1,10.7,15.9,2.7,1.0,373.4,114.9
2,Pittsburgh Steelers,Pittsburgh Steelers,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1,15.0,10.1,15.3,2.7,1.0,371.3,114.8
36,Trey Sermon,SF,RB,19.5,159.0,5.2,1.8,141.1,641.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.9
25,Chris Boswell,PIT,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,29.1,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.8
26,Dustin Hopkins,WAS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,32.1,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.7
34,Drew Lock,DEN,QB,0.0,0.0,0.0,2.4,28.2,111.6,1.0,263.3,155.6,1787.8,11.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.7
27,Joey Slye,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,33.4,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.6
3,Washington Football Team,Washington Football Team,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1,14.0,10.4,15.7,2.5,0.5,373.1,112.2
5,T.J. Hockenson,DET,TE,73.8,821.7,5.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.9
4,Indianapolis Colts,Indianapolis Colts,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,14.0,10.6,16.9,3.0,1.0,388.3,111.8
37,Kenyan Drake,LV,RB,35.1,247.7,4.6,1.4,137.3,571.2,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5
35,Tyrod Taylor,HOU,QB,0.0,0.0,0.0,1.1,26.8,124.8,1.0,243.8,149.8,1700.7,9.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5
47,Corey Davis,NYJ,WR,68.1,885.5,4.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.4
38,James Conner,ARI,RB,21.8,151.9,5.4,1.4,140.6,622.9,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.4
28,Randy Bullock,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,31.4,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.5
29,Josh Lambo,JAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,28.7,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.7
39,Gus Edwards,BAL,RB,10.3,88.0,4.7,1.3,149.9,728.8,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7
40,Latavius Murray,NO,RB,26.2,188.0,4.1,1.2,142.6,606.5,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.9
5,Philadelphia Eagles,Philadelphia Eagles,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.7,12.4,10.3,16.6,2.5,1.0,416.0,107.8
48,Marvin Jones Jr.,JAC,WR,60.4,768.3,5.4,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.8
49,Mecole Hardman,KC,WR,51.8,722.5,5.5,1.7,6.4,43.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.7
6,Arizona Cardinals,Arizona Cardinals,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,11.7,10.5,17.0,2.1,1.0,394.4,105.5
7,New Orleans Saints,New Orleans Saints,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3,14.5,8.9,12.1,2.5,0.0,381.5,105.3
8,Dallas Cowboys,Dallas Cowboys,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3,13.1,11.9,19.5,2.6,0.0,407.1,105.0
9,Seattle Seahawks,Seattle Seahawks,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.9,13.6,9.8,14.3,2.4,1.0,399.2,104.9
10,New England Patriots,New England Patriots,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,15.5,8.8,12.7,2.6,0.5,355.9,104.8
11,San Francisco 49ers,San Francisco 49ers,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1,13.0,10.2,16.7,2.5,0.5,375.4,104.7
12,Baltimore Ravens,Baltimore Ravens,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,12.6,11.2,18.0,3.1,1.0,359.8,104.5
13,Carolina Panthers,Carolina Panthers,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,13.5,12.3,20.6,2.5,0.5,426.6,104.5
14,Green Bay Packers,Green Bay Packers,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.9,14.5,8.8,14.1,2.5,0.5,388.0,104.4
41,Michael Carter,NYJ,RB,26.7,204.2,3.9,1.8,139.4,586.1,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.2
15,Miami Dolphins,Miami Dolphins,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,14.9,8.8,15.4,2.7,1.0,407.0,104.1
16,Kansas City Chiefs,Kansas City Chiefs,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,14.5,9.3,15.2,3.0,0.5,389.1,104.1
17,Cleveland Browns,Cleveland Browns,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,14.0,10.0,15.2,2.5,1.0,392.9,104.0
30,Austin Seibert,CIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,33.9,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.9
50,Tyrell Williams,DET,WR,55.9,809.6,4.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.6
31,Sam Ficken,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,31.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.4
18,Buffalo Bills,Buffalo Bills,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,14.4,9.5,15.0,2.6,0.0,371.5,103.4
51,Antonio Brown,TB,WR,60.3,674.3,6.0,0.6,2.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.1
52,Henry Ruggs III,LV,WR,49.4,759.9,4.1,1.7,7.6,42.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.5
53,Cole Beasley,BUF,WR,66.1,763.7,4.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.3
42,Jamaal Williams,DET,RB,35.3,240.2,3.3,1.2,130.0,526.9,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.1
19,Denver Broncos,Denver Broncos,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,12.9,9.1,13.9,2.5,0.5,401.0,101.3
54,Breshad Perriman,DET,WR,52.7,765.6,3.9,0.1,1.9,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.1
20,New York Giants,New York Giants,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,13.0,9.9,16.7,2.4,0.5,414.4,101.0
32,Jake Elliott,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,27.4,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.9
43,AJ Dillon,GB,RB,14.5,110.1,4.4,1.4,140.4,633.9,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.9
55,Jaylen Waddle,MIA,WR,56.4,749.1,4.6,1.2,1.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.8
6,Dallas Goedert,PHI,TE,63.9,710.3,5.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.3
56,Michael Pittman Jr.,IND,WR,56.6,743.9,4.0,0.7,3.4,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.6
21,Los Angeles Chargers,Los Angeles Chargers,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,13.4,8.5,12.5,2.7,0.5,396.6,98.3
22,Atlanta Falcons,Atlanta Falcons,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,13.5,10.3,17.3,2.5,0.0,408.6,97.5
57,Jalen Reagor,PHI,WR,54.0,733.6,3.9,0.7,3.1,17.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.4
44,Devin Singletary,BUF,RB,30.5,215.4,3.0,1.3,121.0,534.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3
7,Robert Tonyan,GB,TE,54.6,602.0,6.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.2
58,Darnell Mooney,CHI,WR,61.2,711.8,4.2,0.7,3.3,18.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.1
59,Emmanuel Sanders,BUF,WR,56.0,684.8,4.8,0.6,1.1,6.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.1
45,Tony Pollard,DAL,RB,29.8,219.4,3.2,1.2,111.2,497.4,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2
23,Minnesota Vikings,Minnesota Vikings,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,14.2,8.9,14.7,2.5,0.0,404.5,96.1
60,Russell Gage,ATL,WR,66.6,722.1,4.0,0.6,1.5,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9
61,Nelson Agholor,NE,WR,49.8,708.9,4.3,0.7,0.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.6
36,Mac Jones,NE,QB,0.0,0.0,0.0,1.2,18.6,68.8,0.9,217.9,137.1,1541.3,9.1,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.4
8,Tyler Higbee,LAR,TE,58.8,654.4,5.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.2
24,Chicago Bears,Chicago Bears,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1,11.9,10.0,16.5,2.2,1.0,395.6,95.2
9,Noah Fant,DEN,TE,62.1,692.0,4.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.5
25,Tennessee Titans,Tennessee Titans,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,14.2,8.8,14.5,2.4,0.0,423.0,93.5
10,Logan Thomas,WAS,TE,62.8,646.5,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.3
62,Gabriel Davis,BUF,WR,42.9,634.5,5.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.1
46,Tevin Coleman,NYJ,RB,19.0,143.3,3.8,1.2,140.1,548.3,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.8
11,Mike Gesicki,MIA,TE,55.3,621.8,5.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5
63,Allen Lazard,GB,WR,47.9,661.9,4.1,0.6,1.3,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4
26,New York Jets,New York Jets,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,12.2,9.0,16.1,2.1,0.0,434.4,89.5
27,Las Vegas Raiders,Las Vegas Raiders,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,12.9,8.9,13.8,2.3,0.0,452.1,89.3
28,Jacksonville Jaguars,Jacksonville Jaguars,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,12.8,8.1,12.8,2.5,0.5,450.6,89.3
47,J.D. McKissic,WAS,RB,56.2,410.0,1.5,0.8,66.6,288.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.1
48,Nyheim Hines,IND,RB,50.0,373.5,2.1,1.2,62.1,267.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.9
12,Irv Smith Jr.,MIN,TE,51.8,569.4,5.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.9
37,Andy Dalton,CHI,QB,0.0,0.0,0.0,0.8,12.9,43.5,0.5,211.0,134.7,1450.1,8.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8
13,Jared Cook,LAC,TE,45.9,577.2,5.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3
14,Rob Gronkowski,TB,TE,42.1,549.8,5.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.3
64,John Brown,LV,WR,47.9,651.0,3.7,0.6,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.3
65,Sterling Shepard,NYG,WR,60.4,616.7,3.5,0.6,3.3,25.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.9
49,James White,NE,RB,52.3,423.7,1.8,1.2,52.4,214.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.8
66,Tre'Quan Smith,NO,WR,40.1,576.4,4.6,0.1,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
50,Tarik Cohen,CHI,RB,56.6,389.5,1.3,1.3,66.4,277.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.6
29,Detroit Lions,Detroit Lions,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,10.8,8.6,14.7,2.0,0.5,472.6,84.3
67,Christian Kirk,ARI,WR,47.8,578.6,4.1,0.6,3.9,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.1
30,Houston Texans,Houston Texans,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,10.6,8.6,13.8,1.9,0.0,474.9,83.8
68,A.J. Green,ARI,WR,50.4,616.2,3.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.5
31,Cincinnati Bengals,Cincinnati Bengals,DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,13.0,8.3,13.9,2.0,0.5,445.4,83.4
15,Eric Ebron,PIT,TE,58.0,574.2,4.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.4
51,Alexander Mattison,MIN,RB,16.5,134.2,2.6,0.7,112.8,507.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.6
69,Elijah Moore,NYJ,WR,51.6,624.5,3.4,0.4,0.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.4
70,Rashod Bateman,BAL,WR,43.1,569.2,4.4,0.6,0.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.3
16,Hunter Henry,NE,TE,53.7,583.9,4.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.3
71,Marquez Valdes-Scantling,GB,WR,33.0,568.5,3.9,0.6,2.5,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
72,Jamison Crowder,NYJ,WR,52.3,581.9,3.8,0.6,0.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.9
17,Jonnu Smith,NE,TE,53.5,561.6,4.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.6
18,Evan Engram,NYG,TE,57.9,587.5,3.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.6
73,Rondale Moore,ARI,WR,48.6,600.5,3.3,1.2,1.1,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2
19,Blake Jarwin,DAL,TE,48.3,539.6,4.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
