,Player,Team,Pos,Receptions,ReceivingYds,ReceivingTD,FL,RushingAtt,RushingYds,RushingTD,PassingYds,PassingTD,Int
285,Peyton Barber,WAS,RB,5,32.9,2.1,0.6,55.9,198.2,2.1,0,0,0
286,Maxx Williams,ARI,TE,21.1,235.2,2,0.1,0,0,0,0,0,0
287,Jeff Wilson Jr.,SF,RB,2.5,27,2.1,1,41.7,182.3,2.1,0,0,0
288,Nick Boyle,BAL,TE,23.3,218.9,2.1,0,0,0,0,0,0,0
289,Isaiah Coulter,HOU,WR,17.3,271.5,1.5,1,1,4,0,0,0,0
290,Auden Tate,CIN,WR,20.5,260,1.4,0.1,0,0,0,0,0,0
291,Brandon Bolden,NE,RB,4.9,50,2.3,0,19.9,100.6,2.3,0,0,0
292,Carlos Hyde,JAC,RB,6.3,36.7,1.4,0.6,52.5,212.8,1.4,0,0,0
293,Brian Hill,TEN,RB,4.8,35.2,1,0.6,45.6,234.5,1,0,0,0
294,Geoff Swaim,TEN,TE,23.2,216.1,1.8,0.1,0,0,0,0,0,0
295,Matt Breida,BUF,RB,9.6,76.9,0.9,1.1,42.5,184.5,0.9,0,0,0
296,Kyle Rudolph,NYG,TE,22.9,212.5,1.8,0.1,0,0,0,0,0,0
297,Javian Hawkins,ATL,RB,4.6,35.4,1.5,0.2,46,189.5,1.5,0,0,0
298,Drew Sample,CIN,TE,24.5,231.8,1.4,0.6,0,0,0,0,0,0
299,James O'Shaughnessy,JAC,TE,24.2,238.8,1,0.1,0,0,0,0,0,0
